flight_no,scheduled_departure,scheduled_arrival,fuel_infra_fee,dep_airport_code,dep_terminal,arr_airport_code,arr_terminal,airline_code,aircraft_model
SC4711,8:55:00,11:40:00,50,TAO,T1,CTU,T2,SC,B738
SC4712,13:50:00,16:20:00,50,CTU,T2,TAO,T1,SC,B738
HO1701,9:25:00,11:25:00,50,NKG,T2,SZX,T3,HO,A320
HO1702,13:05:00,15:05:00,50,SZX,T3,NKG,T2,HO,A320
GJ8821,7:50:00,9:35:00,40,HGH,T4,WUH,T3,GJ,A320
GJ8822,11:50:00,13:30:00,40,WUH,T3,HGH,T4,GJ,A320
MU2489,13:30:00,15:45:00,50,WUH,T3,KMG,T1,MU,A320
MU2490,18:00:00,20:05:00,50,KMG,T1,WUH,T3,MU,A320
CZ6275,8:30:00,12:30:00,70,CAN,T2,URC,T2,CZ,A333
CZ6276,15:00:00,18:55:00,70,URC,T2,CAN,T2,CZ,A333
MF8031,7:30:00,9:05:00,40,FOC,T2,SHA,T2,MF,B738
MF8032,11:15:00,12:45:00,40,SHA,T2,FOC,T2,MF,B738
MF8505,9:20:00,11:55:00,50,FOC,T2,CKG,T3,MF,B738
MF8506,14:00:00,16:20:00,50,CKG,T3,FOC,T2,MF,B738
CZ3265,10:15:00,12:10:00,40,CAN,T2,NNG,T2,CZ,A320
CZ3266,14:20:00,16:05:00,40,NNG,T2,CAN,T2,CZ,A320
3U8721,8:45:00,10:05:00,40,CTU,T2,KWE,T3,3U,A320
3U8722,12:30:00,13:45:00,40,KWE,T3,CTU,T2,3U,A320
CA1201,9:30:00,10:50:00,40,PEK,T3,HET,T1,CA,B737
CA1202,13:10:00,14:25:00,40,HET,T1,PEK,T3,CA,B737
MU2413,8:20:00,10:25:00,50,SHA,T2,TYN,T2,MU,A320
MU2414,12:30:00,14:30:00,50,TYN,T2,SHA,T2,MU,A320
KN5667,7:40:00,9:55:00,50,PKX,T1,LHW,T2,KN,B738
KN5668,12:15:00,14:20:00,50,LHW,T2,PKX,T1,KN,B738
MU2127,10:20:00,11:35:00,40,XIY,T3,LHW,T2,MU,A320
MU2128,13:40:00,14:50:00,40,LHW,T2,XIY,T3,MU,A320
CA1217,7:35:00,9:20:00,40,PEK,T3,INC,T3,CA,B737
CA1218,11:40:00,13:15:00,40,INC,T3,PEK,T3,CA,B737
MU2323,8:15:00,10:05:00,40,XIY,T3,XNN,T2,MU,A320
MU2324,12:20:00,14:05:00,40,XNN,T2,XIY,T3,MU,A320
HO1853,9:05:00,11:10:00,50,SHA,T2,ZUH,T1,HO,A320
HO1854,13:15:00,15:25:00,50,ZUH,T1,SHA,T2,HO,A320
ZH8951,8:50:00,10:00:00,40,SZX,T3,HUZ,T2,ZH,A320
ZH8952,12:00:00,13:05:00,40,HUZ,T2,SZX,T3,ZH,A320
MU2971,7:55:00,9:10:00,40,NKG,T2,WUX,T2,MU,ARJ21
MU2972,11:05:00,12:20:00,40,WUX,T2,NKG,T2,MU,ARJ21
MU2955,8:15:00,9:15:00,40,NKG,T2,CZX,T1,MU,ARJ21
MU2956,10:45:00,11:45:00,40,CZX,T1,NKG,T2,MU,ARJ21
ZH8731,9:25:00,11:35:00,50,SZX,T3,NTG,T1,ZH,A320
ZH8732,13:45:00,15:55:00,50,NTG,T1,SZX,T3,ZH,A320
CA1845,8:10:00,10:20:00,50,PEK,T3,NGB,T2,CA,B738
CA1846,12:45:00,14:55:00,50,NGB,T2,PEK,T3,CA,B738
FM9535,9:15:00,10:35:00,40,SHA,T2,WNZ,T2,FM,B738
FM9536,12:25:00,13:45:00,40,WNZ,T2,SHA,T2,FM,B738
SC4875,8:00:00,9:15:00,40,TNA,T2,YNT,T2,SC,B737
SC4876,11:00:00,12:10:00,40,YNT,T2,TNA,T2,SC,B737
SC4861,9:20:00,10:10:00,40,YNT,T2,WEH,T1,SC,ARJ21
SC4862,12:10:00,13:00:00,40,WEH,T1,YNT,T2,SC,ARJ21
CA1847,7:45:00,9:35:00,40,PEK,T3,HFE,T2,CA,B738
CA1848,11:30:00,13:10:00,40,HFE,T2,PEK,T3,CA,B738
MU5361,8:35:00,10:55:00,50,SHA,T2,KWL,T2,MU,A320
MU5362,13:15:00,15:25:00,50,KWL,T2,SHA,T2,MU,A320
GJ8077,9:40:00,12:10:00,50,HGH,T4,HAK,T1,GJ,A320
GJ8078,14:20:00,16:45:00,50,HAK,T1,HGH,T4,GJ,A320
JD5205,8:00:00,11:30:00,70,PKX,T1,SYX,T1,JD,A321
JD5206,13:45:00,17:10:00,70,SYX,T1,PKX,T1,JD,A321
HU7223,8:15:00,13:20:00,60,PEK,T2,SZX,T3,HU,B738
HU7224,15:40:00,20:35:00,60,SZX,T3,PEK,T2,HU,B738
MF8235,7:20:00,12:05:00,60,XMN,T4,XIY,T3,MF,B738
MF8236,14:00:00,18:45:00,60,XIY,T3,XMN,T4,MF,B738
3U8915,8:10:00,12:15:00,60,CTU,T2,URC,T2,3U,A321
3U8916,14:25:00,18:20:00,60,URC,T2,CTU,T2,3U,A321
