flght_no,scheduled_departure,scheduled_arrival,fuel_infra_fee,dep_airport_code,dep_terminal,arr_airport_code,arr_terminal,airline_code,aircraft_model
CZ317,9:20:00,12:25:00,60,PKX,T2,GMP,T3,CZ,A333
CZ1940,9:15:00,11:15:00,60,PKX,T3,HGH,T1,CZ,A388
CZ9343,7:10:00,9:40:00,60,TFU,T3,YNZ,T1,CZ,B788
CZ32,14:30:00,17:25:00,60,TFU,T3,SHA,T2,CZ,A321
CZ1510,10:40:00,15:25:00,50,TFU,T3,SIN,T3,CZ,B788
CZ41,12:30:00,15:15:00,50,TFU,T2,PVG,T2,CZ,A333
CZ9022,15:30:00,16:55:00,50,CKG,T3,KMG,T3,CZ,A359
CZ4618,13:00:00,15:20:00,50,LZY,T3,CKG,T1,CZ,A333
CZ181,14:05:00,16:30:00,50,TFU,T2,NKG,T1,CZ,A388
CZ4375,12:00:00,14:30:00,50,TFU,T3,HGH,T2,CZ,A388
CZ1926,15:00:00,17:30:00,50,PKX,T1,SHA,T3,CZ,A359
CZ4163,15:05:00,16:55:00,60,XIY,T3,CSX,T1,CZ,A321
CZ99,14:40:00,17:10:00,60,XIY,T1,SHA,T2,CZ,A333
CZ4207,14:30:00,17:05:00,60,XIY,T2,HGH,T1,CZ,B772
CZ4299,12:00:00,14:40:00,50,TFU,T2,XMN,T1,CZ,A388
CZ4390,15:00:00,17:00:00,50,XMN,T3,SHA,T2,CZ,A388
CZ9050,12:00:00,13:55:00,50,LZY,T2,CTU,T2,CZ,B77W
CZ4515,12:35:00,14:25:00,60,SHS,T3,XMN,T1,CZ,A359
CZ90,13:35:00,15:15:00,60,PVG,T1,TAO,T1,CZ,A319
CZ9157,14:00:00,16:35:00,60,CTU,T1,HGH,T1,CZ,B788
CZ1490,14:05:00,16:45:00,50,PKX,T3,CKG,T1,CZ,B789
CZ4117,14:05:00,17:05:00,60,PKX,T1,FOC,T2,CZ,C919
CZ1922,13:40:00,15:45:00,60,PKX,T1,HGH,T3,CZ,A319
CZ4155,13:40:00,16:20:00,60,XIY,T3,XMN,T3,CZ,A320
CZ9048,11:05:00,12:55:00,50,LZY,T2,CTU,T2,CZ,B77W
CZ9141,13:30:00,16:15:00,50,CTU,T2,PEK,T3,CZ,A20N
CZ9175,13:25:00,15:25:00,60,CTU,T1,TNA,T1,CZ,A332
CZ5221,2:30:00,22:25:00,50,PVG,T1,LAX,T1,CZ,B737
CZ7588,16:25:00,18:55:00,60,BNE,T3,MEL,T1,CZ,A321
CZ4103,13:15:00,15:35:00,50,PKX,T3,HGH,T2,CZ,B772
CZ8,10:30:00,13:00:00,60,HSC,T2,PVG,T1,CZ,B789
CZ9046,10:30:00,12:20:00,60,LZY,T1,CTU,T2,CZ,B789
CZ4925,13:55:00,15:25:00,60,CKG,T3,CSX,T3,CZ,A20N
CZ4216,14:15:00,16:55:00,50,CSX,T1,SYX,T3,CZ,A320
CZ4083,13:10:00,15:55:00,60,PKX,T1,XMN,T1,CZ,AJ27
CZ1956,13:00:00,15:15:00,50,PKX,T3,PVG,T2,CZ,A21N
CZ4761,13:55:00,17:25:00,60,TFU,T2,SHE,T2,CZ,B788
CZ167,11:55:00,14:20:00,50,TFU,T1,NKG,T3,CZ,B77W
CZ4895,10:20:00,13:05:00,60,TFU,T1,XMN,T1,CZ,A388
CZ4342,13:45:00,17:05:00,50,HGH,T3,KMG,T2,CZ,B737
CZ4024,13:40:00,16:25:00,60,HGH,T1,SHE,T1,CZ,B737
CZ4428,15:30:00,16:50:00,60,FOC,T2,SHA,T1,CZ,A333
CZ4751,14:35:00,15:55:00,60,TFU,T2,GXH,T2,CZ,A359
CZ50,12:45:00,15:55:00,50,SHA,T1,SYX,T2,CZ,A359
CZ4393,12:10:00,14:00:00,60,SHA,T2,XMN,T2,CZ,C919
CZ1876,10:20:00,11:45:00,60,TFU,T3,KMG,T1,CZ,B788
CZ43,12:20:00,15:25:00,50,KMG,T3,SHA,T1,CZ,A320
CZ7016,9:00:00,11:40:00,60,TFU,T3,HGH,T2,CZ,A332
CZ4046,11:30:00,14:15:00,60,HGH,T3,SHE,T2,CZ,A321
CZ4165,13:25:00,15:35:00,60,CGO,T3,XMN,T1,CZ,B772
CZ6108,14:30:00,17:15:00,60,TFU,T1,PKX,T1,CZ,A333
CZ4629,13:00:00,17:10:00,60,CKG,T1,URC,T3,CZ,A388
CZ4879,10:20:00,13:00:00,60,TFU,T3,TAO,T1,CZ,A332
CZ4417,13:10:00,15:40:00,50,TAO,T2,XMN,T1,CZ,A359
CZ4443,12:45:00,15:10:00,50,TNA,T2,XMN,T1,CZ,B772
CZ1913,11:20:00,13:25:00,60,SHA,T3,PKX,T2,CZ,A321
CZ4915,8:00:00,10:40:00,60,TFU,T3,PVG,T3,CZ,B77W
CZ1970,14:30:00,16:40:00,60,NKG,T2,PKX,T3,CZ,A21N
CZ214,14:40:00,16:35:00,50,KWE,T3,XIY,T3,CZ,C919
CZ4303,12:10:00,14:40:00,60,KMG,T3,XMN,T3,CZ,A319
CZ7078,13:10:00,16:05:00,50,INC,T1,PVG,T3,CZ,A333
CZ9336,12:55:00,15:50:00,60,HGH,T3,HAK,T1,CZ,A21N
CZ9364,12:35:00,15:45:00,60,CSX,T1,SHE,T1,CZ,A332
CZ123,11:40:00,14:15:00,60,CKG,T1,PVG,T3,CZ,B738
CZ4437,10:50:00,13:15:00,50,PVG,T2,PKX,T2,CZ,B77W
CZ1526,1:20:00,14:10:00,60,TFU,T2,MEL,T1,CZ,B77W
CZ9044,9:50:00,11:35:00,60,LZY,T1,CTU,T2,CZ,A319
CZ9139,11:30:00,14:15:00,50,CTU,T3,PEK,T2,CZ,A321
CZ7436,16:05:00,17:50:00,50,AKL,T1,SYD,T3,CZ,A20N
CZ4947,13:20:00,15:15:00,60,CKG,T2,TYN,T1,CZ,A320
CZ1445,12:20:00,15:15:00,50,KMG,T2,SJW,T1,CZ,AJ27
CZ4005,13:05:00,16:40:00,60,SHE,T1,XMN,T1,CZ,A319
CZ1856,13:05:00,15:30:00,50,TFU,T2,WUX,T3,CZ,A319
CZ4057,13:40:00,16:50:00,60,HRB,T2,NKG,T3,CZ,B77W
CZ1929,10:45:00,12:55:00,50,HGH,T1,PKX,T2,CZ,A388
CZ4206,10:45:00,13:25:00,60,HGH,T3,XIY,T2,CZ,C919
CZ4763,11:20:00,14:50:00,60,TFU,T2,URC,T1,CZ,B737
CZ7047,12:30:00,15:35:00,60,HGH,T1,SYX,T3,CZ,B77W
CZ98,10:55:00,13:25:00,50,SHA,T1,XIY,T1,CZ,B788
CZ155,14:00:00,16:10:00,60,KWE,T1,NKG,T3,CZ,A321
CZ1520,14:40:00,16:50:00,50,TFU,T1,BKK,T1,CZ,B788
CZ7008,14:55:00,18:15:00,60,JNH,T2,CTU,T2,CZ,B788
CZ9017,16:35:00,18:25:00,60,BZX,T3,TNA,T2,CZ,B789
CZ4917,15:00:00,17:35:00,50,TFU,T2,PVG,T1,CZ,B738
CZ4873,16:15:00,18:20:00,60,TFU,T2,NKG,T3,CZ,C919
CZ9145,16:30:00,19:00:00,60,CTU,T3,PEK,T1,CZ,AJ27
CZ4540,16:25:00,18:15:00,60,XMN,T3,CSX,T3,CZ,A332
CZ7179,16:00:00,18:30:00,60,HGH,T1,PEK,T1,CZ,A359
CZ4618,16:15:00,18:25:00,50,CKG,T2,HGH,T1,CZ,B738
CZ290,16:35:00,18:55:00,50,PKX,T1,CSX,T3,CZ,B77W
CZ9177,15:35:00,17:45:00,50,CTU,T3,TNA,T2,CZ,A20N
CZ9143,15:30:00,17:55:00,50,CTU,T3,PEK,T2,CZ,B788
CZ1516,15:10:00,18:00:00,50,TFU,T2,HKT,T1,CZ,B772
CZ4452,16:20:00,18:00:00,50,XMN,T3,HGH,T2,CZ,B772
CZ9133,16:35:00,19:15:00,50,CTU,T3,TSN,T1,CZ,B737
CZ1020,9:05:00,10:40:00,60,BNE,T2,SYD,T3,CZ,A20N
CZ7576,8:20:00,10:10:00,60,AKL,T3,SYD,T3,CZ,B77W
CZ9191,6:55:00,9:20:00,50,CTU,T3,WUX,T1,CZ,B737
CZ4739,8:05:00,9:20:00,60,TFU,T3,XIY,T2,CZ,A359
CZ4284,6:50:00,9:15:00,50,HGH,T2,SZX,T1,CZ,A21N
CZ9113,7:10:00,9:10:00,50,CKG,T2,SZX,T2,CZ,B77W
CZ7161,7:10:00,9:40:00,60,HGH,T3,PEK,T2,CZ,B737
CZ7002,7:00:00,9:40:00,50,JNH,T2,KWE,T1,CZ,A388
CZ9155,7:00:00,9:30:00,60,CTU,T1,HGH,T1,CZ,A321
CZ1,6:55:00,9:50:00,60,PVG,T2,XIY,T2,CZ,B738
CZ9349,7:15:00,8:50:00,50,TFU,T2,LHW,T3,CZ,B772
CZ6823,8:25:00,9:45:00,60,URC,T2,YIN,T3,CZ,A388
CZ9081,6:55:00,8:45:00,60,CTU,T2,NNG,T2,CZ,AJ27
CZ9098,6:55:00,9:05:00,50,CAN,T2,CKG,T3,CZ,B77W
CZ4945,6:55:00,8:55:00,60,CKG,T1,ZUH,T1,CZ,A21N
CZ8959,7:45:00,9:55:00,60,YIW,T1,PKX,T1,CZ,A388
CZ1964,7:50:00,9:50:00,60,WUX,T2,PKX,T3,CZ,A332
CZ7025,7:55:00,9:45:00,60,WNZ,T3,WUH,T3,CZ,B772
CZ6821,7:45:00,9:15:00,60,URC,T3,YIN,T1,CZ,A332
CZ4089,7:15:00,10:05:00,50,TSN,T2,XMN,T2,CZ,B738
CZ5199,7:35:00,9:35:00,50,SWA,T2,WUH,T3,CZ,A332
CZ8547,7:15:00,9:45:00,60,SWA,T1,TNA,T2,CZ,B789
CZ6101,8:05:00,9:55:00,50,SHE,T2,PKX,T1,CZ,A333
CZ5799,7:55:00,9:40:00,50,SHE,T3,TAO,T3,CZ,A20N
CZ1960,7:50:00,9:45:00,50,NKG,T1,PKX,T2,CZ,C919
CZ3785,8:00:00,9:45:00,50,KWE,T2,WUH,T2,CZ,A321
CZ6201,7:30:00,9:40:00,50,HRB,T2,PKX,T2,CZ,B77W
CZ685,8:00:00,10:10:00,50,DLC,T3,ICN,T3,CZ,B77W
CZ6125,7:30:00,9:00:00,50,DLC,T3,PKX,T3,CZ,A321
CZ6337,7:15:00,9:10:00,60,DLC,T2,NKG,T1,CZ,B77W
CZ6810,7:40:00,9:40:00,50,KHG,T1,URC,T3,CZ,B772
CZ6213,7:25:00,9:40:00,50,DQA,T2,PKX,T1,CZ,B789
CZ6590,7:30:00,8:40:00,50,ENH,T2,WUH,T2,CZ,A20N
CZ3196,8:00:00,9:30:00,50,BAV,T3,CGO,T1,CZ,A20N
CZ6919,8:00:00,9:30:00,60,AKU,T2,URC,T3,CZ,B772
CZ3431,7:40:00,9:40:00,50,HAK,T3,KMG,T2,CZ,B77W
CZ4418,8:00:00,9:30:00,60,FOC,T2,WUX,T3,CZ,B772
CZ4541,7:50:00,9:40:00,60,CSX,T2,XMN,T1,CZ,B789
CZ4096,7:35:00,9:55:00,60,CSX,T2,TSN,T2,CZ,B77W
CZ3240,7:30:00,8:50:00,50,CIF,T1,HET,T2,CZ,AJ27
CZ8663,7:45:00,9:45:00,50,CGQ,T3,TAO,T1,CZ,C919
CZ9415,7:20:00,9:30:00,50,CGQ,T2,TNA,T1,CZ,AJ27
CZ6335,7:20:00,9:50:00,50,CGO,T2,SZX,T2,CZ,A388
CZ3713,8:00:00,9:30:00,50,CAN,T1,JJN,T3,CZ,A333
CZ3777,7:30:00,9:30:00,60,CAN,T3,NGB,T2,CZ,A20N
CZ3311,7:15:00,9:10:00,60,CAN,T2,YIH,T2,CZ,B788
CZ3354,7:30:00,9:00:00,60,BHY,T2,CAN,T2,CZ,A21N
CZ4961,6:50:00,8:55:00,60,CKG,T1,CZX,T2,CZ,A320
CZ4072,7:00:00,10:00:00,50,XMN,T2,PKX,T2,CZ,A359
CZ3977,6:50:00,8:20:00,60,SYX,T1,SZX,T1,CZ,A320
CZ118,6:40:00,8:55:00,60,SHA,T3,TYN,T1,CZ,A388
CZ5791,6:45:00,9:25:00,60,PVG,T1,XIY,T3,CZ,A319
CZ1942,6:50:00,8:55:00,50,NGB,T2,PKX,T3,CZ,A333
CZ1887,6:55:00,9:55:00,60,KMG,T3,NGB,T1,CZ,B77W
CZ4993,6:30:00,8:35:00,50,KMG,T2,XIY,T3,CZ,A321
CZ1976,7:00:00,8:55:00,50,KHN,T2,PKX,T2,CZ,A321
CZ8974,7:00:00,9:40:00,60,JJN,T3,PKX,T3,CZ,B789
CZ5161,7:05:00,8:20:00,50,DLC,T3,TSN,T2,CZ,B772
CZ8619,7:05:00,8:10:00,60,DLC,T2,TAO,T1,CZ,B738
CZ7564,9:20:00,10:55:00,50,SYD,T2,BNE,T1,CZ,B737
CZ4747,7:30:00,9:10:00,60,TFU,T2,INC,T1,CZ,A21N
CZ4983,8:00:00,9:50:00,60,CKG,T1,HFE,T3,CZ,A359
CZ196,7:05:00,9:35:00,60,PVG,T3,CAN,T3,CZ,B737
CZ1561,9:00:00,10:00:00,60,HRB,T1,HEK,T1,CZ,A321
CZ246,6:40:00,9:05:00,60,PVG,T3,DYG,T1,CZ,B789
CZ1006,9:10:00,10:05:00,50,MEL,T1,ADL,T2,CZ,B738
CZ3330,7:10:00,8:20:00,50,ZHA,T3,CAN,T3,CZ,A21N
CZ3796,7:50:00,9:50:00,60,YIW,T2,CAN,T2,CZ,C919
CZ5266,7:20:00,10:00:00,60,YCU,T3,CAN,T3,CZ,B788
CZ4212,7:30:00,9:05:00,50,XMN,T1,CAN,T3,CZ,B789
CZ9109,7:30:00,8:30:00,60,XIC,T2,CTU,T3,CZ,A332
CZ3629,8:00:00,9:45:00,50,WNZ,T1,CSX,T2,CZ,A319
CZ3770,7:40:00,9:40:00,50,WNZ,T2,CAN,T2,CZ,B738
CZ4804,10:55:00,12:55:00,60,LZY,T2,TFU,T2,CZ,B772
CZ9048,11:05:00,12:55:00,60,LZY,T1,CTU,T3,CZ,B772
CZ9046,10:30:00,12:20:00,60,LZY,T2,CTU,T1,CZ,A320
CZ4668,9:55:00,12:30:00,60,LZY,T2,XIY,T3,CZ,C919
CZ1913,11:20:00,13:25:00,50,SHA,T1,PKX,T3,CZ,A333
CZ4915,8:00:00,10:40:00,50,TFU,T2,PVG,T2,CZ,A20N
CZ4475,10:45:00,12:55:00,60,TFU,T2,CSX,T2,CZ,C919
CZ4437,10:50:00,13:10:00,50,PVG,T1,PKX,T1,CZ,C919
CZ4288,10:55:00,13:15:00,60,HGH,T1,SZX,T2,CZ,A21N
CZ4206,10:45:00,13:25:00,50,HGH,T2,XIY,T2,CZ,B789
CZ7175,10:30:00,12:50:00,50,HGH,T2,SZX,T1,CZ,B738
CZ4827,11:10:00,12:55:00,50,TFU,T2,CGO,T2,CZ,B772
CZ4871,10:05:00,12:15:00,60,TFU,T2,NKG,T3,CZ,B788
CZ9297,9:05:00,12:50:00,50,TFU,T3,HRB,T1,CZ,A332
CZ7118,10:35:00,13:05:00,60,CKG,T1,HGH,T2,CZ,A20N
CZ4359,10:30:00,12:40:00,60,CKG,T2,HGH,T2,CZ,A319
CZ9044,9:50:00,11:35:00,50,LZY,T2,CTU,T2,CZ,B789
CZ9137,9:30:00,12:15:00,50,CTU,T3,PEK,T2,CZ,B789
CZ9263,8:50:00,10:45:00,60,TFU,T2,CGO,T1,CZ,B789
CZ1536,1:35:00,6:30:00,60,TFU,T1,IST,T1,CZ,C919
CZ9084,10:40:00,13:05:00,50,CAN,T3,CTU,T1,CZ,A321
CZ1902,9:05:00,11:20:00,60,PVG,T2,PKX,T1,CZ,B738
CZ1023,12:00:00,13:25:00,60,MEL,T2,SYD,T1,CZ,A321
CZ9303,9:15:00,12:00:00,60,CTU,T2,XMN,T1,CZ,A319
CZ206,9:45:00,12:05:00,60,SHA,T3,SZX,T1,CZ,B788
CZ98,10:55:00,13:25:00,50,SHA,T2,XIY,T3,CZ,A20N
CZ4609,8:45:00,11:45:00,60,HGH,T2,KMG,T1,CZ,B737
CZ9331,8:55:00,11:40:00,50,CTU,T2,HGH,T3,CZ,A320
CZ7552,11:40:00,13:15:00,60,BNE,T1,SYD,T1,CZ,A20N
CZ7093,8:40:00,11:45:00,60,HGH,T2,TFU,T3,CZ,A388
CZ4830,11:20:00,13:20:00,50,CSX,T1,TFU,T1,CZ,A333
CZ1482,8:30:00,10:35:00,50,PKX,T2,NZL,T1,CZ,A21N
CZ4361,8:05:00,10:25:00,60,CKG,T1,HGH,T2,CZ,A321
CZ9106,10:55:00,13:00:00,50,CSX,T3,CTU,T2,CZ,B772
CZ4374,7:45:00,10:50:00,60,HGH,T1,TFU,T1,CZ,A332
CZ4298,7:45:00,10:50:00,50,XMN,T1,TFU,T2,CZ,B77W
CZ4116,10:00:00,13:00:00,60,FOC,T3,PKX,T3,CZ,C919
CZ7553,10:20:00,11:55:00,50,BNE,T2,SYD,T1,CZ,B788
CZ1019,10:05:00,11:40:00,50,BNE,T3,SYD,T3,CZ,B789
CZ9473,8:00:00,11:05:00,60,TAO,T1,TFU,T1,CZ,A388
CZ7041,6:45:00,9:50:00,60,HGH,T3,TFU,T3,CZ,A332
CZ1049,9:55:00,12:20:00,60,BNE,T3,MEL,T3,CZ,A319
CZ7039,9:20:00,13:20:00,60,HGH,T1,JHG,T2,CZ,A333
CZ4471,11:00:00,13:30:00,60,CKG,T2,TSN,T3,CZ,B77W
CZ1418,11:10:00,13:10:00,50,CKG,T3,SJW,T1,CZ,B737
CZ7168,11:00:00,13:40:00,50,BZX,T3,NGB,T3,CZ,B789
CZ4383,10:10:00,11:55:00,50,SHA,T3,XMN,T2,CZ,B77W
CZ4775,8:00:00,12:20:00,50,TFU,T3,KCA,T1,CZ,B789
CZ4287,11:00:00,12:30:00,50,CAN,T1,JJN,T2,CZ,A321
CZ34,12:45:00,13:45:00,50,JIC,T3,LHW,T2,CZ,A319
CZ2061,10:00:00,12:20:00,60,CKG,T3,HKG,T1,CZ,B737
CZ9280,12:30:00,13:15:00,60,HEK,T3,DTU,T2,CZ,A359
CZ5976,10:35:00,12:30:00,50,TFU,T2,CSX,T3,CZ,A319
CZ3474,10:50:00,13:00:00,50,TFU,T2,CGO,T1,CZ,C919
CZ6464,10:15:00,12:30:00,60,AKA,T3,CAN,T1,CZ,A21N
CZ9485,10:00:00,13:00:00,50,TAO,T2,LHW,T2,CZ,A333
CZ4180,9:15:00,12:15:00,50,HGH,T1,LHW,T1,CZ,A21N
CZ1929,10:45:00,12:55:00,60,HGH,T3,PKX,T1,CZ,A333
CZ1925,10:15:00,12:20:00,60,SHA,T2,PKX,T3,CZ,C919
CZ1,10:55:00,12:20:00,50,XIY,T1,ZHY,T3,CZ,A319
CZ9429,10:05:00,12:10:00,50,HRB,T2,YNT,T3,CZ,A388
CZ4905,10:30:00,12:45:00,60,TFU,T2,XUZ,T3,CZ,A321
CZ7095,9:30:00,12:15:00,60,HRB,T1,XUZ,T1,CZ,A319
CZ9144,11:10:00,12:25:00,50,CTU,T3,XIC,T1,CZ,A321
CZ4721,10:05:00,12:25:00,60,URC,T3,XNN,T3,CZ,B788
CZ4009,12:15:00,13:25:00,50,WNZ,T1,XMN,T2,CZ,A359
CZ9431,11:05:00,13:05:00,60,HRB,T1,WEH,T3,CZ,B738
CZ6234,10:25:00,13:00:00,50,GYS,T2,SZX,T1,CZ,B788
CZ78,9:20:00,12:25:00,60,SHA,T2,SYX,T2,CZ,B77W
CZ1411,11:05:00,13:05:00,60,SHA,T3,SJW,T1,CZ,A333
CZ84,9:55:00,12:25:00,50,PVG,T1,SHE,T2,CZ,A359
CZ9329,12:05:00,13:05:00,60,HSC,T1,SWA,T3,CZ,A21N
CZ4348,10:10:00,12:40:00,60,HGH,T1,KWE,T3,CZ,B789
CZ7586,12:40:00,15:05:00,60,ADL,T1,SYD,T1,CZ,A388
CZ1040,11:50:00,14:45:00,60,ADL,T2,BNE,T2,CZ,A20N
CZ7593,10:10:00,12:00:00,60,ADL,T2,MEL,T1,CZ,B772
CZ9317,7:55:00,10:30:00,60,CTU,T3,SZX,T1,CZ,B788
CZ6123,11:30:00,13:05:00,50,DLC,T3,PKX,T2,CZ,B737
CZ6138,11:15:00,13:40:00,50,CSX,T3,PKX,T1,CZ,C919
CZ20,11:15:00,13:15:00,60,CGQ,T2,TAO,T3,CZ,A332
CZ236,10:50:00,13:00:00,50,PVG,T3,CGO,T1,CZ,A332
CZ7458,12:25:00,14:45:00,60,MEL,T3,BNE,T3,CZ,A333
CZ1015,12:15:00,13:55:00,60,SYD,T3,ADL,T3,CZ,A359
CZ1944,11:00:00,13:00:00,60,PKX,T1,HGH,T1,CZ,B77W
CZ4164,10:00:00,12:25:00,60,XMN,T3,CGO,T3,CZ,A332
CZ7587,11:40:00,16:50:00,50,SYD,T2,AKL,T3,CZ,A333
CZ1005,12:50:00,13:45:00,50,MEL,T3,ADL,T2,CZ,A21N
CZ7572,12:00:00,13:40:00,60,SYD,T2,ADL,T2,CZ,A333
CZ1478,10:40:00,12:40:00,50,PKX,T1,INC,T2,CZ,A359
CZ4450,9:25:00,11:10:00,60,XMN,T3,HGH,T2,CZ,B738
CZ4216,10:20:00,13:00:00,50,TAO,T2,CSX,T2,CZ,C919
CZ4995,11:10:00,14:00:00,60,CGO,T2,HRB,T1,CZ,A20N
CZ7571,12:45:00,13:35:00,60,MEL,T3,ADL,T3,CZ,A332
CZ7562,9:55:00,11:30:00,60,SYD,T2,BNE,T3,CZ,B77W
CZ7101,9:35:00,12:30:00,60,URC,T2,INC,T2,CZ,A21N
CZ9166,9:55:00,12:45:00,60,TAO,T3,CTU,T3,CZ,C919
CZ252,8:40:00,11:05:00,50,SHA,T3,CAN,T2,CZ,B788
CZ9268,9:30:00,13:00:00,50,SHE,T3,CSX,T1,CZ,B789
CZ9330,15:55:00,18:15:00,50,HSC,T1,TFU,T2,CZ,B77W
CZ1957,18:00:00,20:15:00,60,PVG,T2,PKX,T1,CZ,B788
CZ7008,14:55:00,18:15:00,50,JNH,T3,CTU,T2,CZ,B789
CZ4365,17:30:00,19:50:00,60,CKG,T2,HGH,T3,CZ,A359
CZ1916,18:05:00,20:25:00,50,PKX,T3,HGH,T2,CZ,B788
CZ4233,18:15:00,19:50:00,60,CAN,T2,FOC,T2,CZ,A333
CZ4159,17:05:00,20:05:00,60,XIY,T3,XMN,T1,CZ,A20N
CZ1974,17:15:00,19:30:00,50,SHA,T3,PKX,T1,CZ,A333
CZ190,18:05:00,20:00:00,60,NKG,T2,XMN,T2,CZ,A319
CZ4120,17:00:00,20:00:00,60,XMN,T1,PKX,T3,CZ,A359
CZ1048,18:40:00,20:50:00,60,MEL,T1,BNE,T3,CZ,A20N
CZ120,15:45:00,18:40:00,60,PVG,T1,CKG,T2,CZ,A321
CZ7802,16:20:00,20:50:00,50,PEK,T1,HND,T2,CZ,AJ27
CZ1836,11:50:00,16:05:00,50,KTI,T3,CKG,T2,CZ,B738
CZ4452,16:20:00,18:00:00,60,XMN,T1,HGH,T1,CZ,A321
CZ4403,16:10:00,17:55:00,50,SHA,T1,XMN,T1,CZ,B77W
CZ4322,17:15:00,19:50:00,50,XMN,T1,KWE,T1,CZ,B789
CZ4332,17:20:00,19:50:00,50,FOC,T3,KWE,T2,CZ,AJ27
CZ9022,15:30:00,16:55:00,60,CKG,T3,KMG,T2,CZ,B737
CZ1470,16:05:00,18:55:00,50,PKX,T1,TFU,T3,CZ,A333
CZ4045,17:15:00,18:50:00,60,NKG,T2,FOC,T3,CZ,B737
CZ7045,17:10:00,20:15:00,60,JNH,T1,LHW,T1,CZ,A359
CZ1520,14:40:00,16:50:00,60,TFU,T1,BKK,T3,CZ,A319
CZ7962,15:10:00,18:30:00,60,PVG,T2,SGN,T3,CZ,A332
CZ90,15:10:00,17:00:00,60,PVG,T3,TAO,T2,CZ,B737
CZ4431,16:30:00,18:20:00,60,NKG,T1,XMN,T1,CZ,C919
CZ4524,15:30:00,18:30:00,50,HGH,T1,HRB,T2,CZ,C919
CZ9416,17:55:00,20:05:00,60,TNA,T3,CGQ,T2,CZ,A321
CZ9298,16:25:00,18:00:00,60,FYJ,T1,HRB,T1,CZ,A388
CZ4065,15:55:00,19:00:00,50,PKX,T3,FOC,T2,CZ,A319
CZ4320,15:50:00,18:50:00,60,XMN,T3,KMG,T3,CZ,B788
CZ4840,17:25:00,19:25:00,50,WUH,T3,TFU,T1,CZ,A359
CZ4011,17:10:00,19:30:00,50,TNA,T3,FOC,T2,CZ,B737
CZ13,15:05:00,18:10:00,60,SHA,T3,TFU,T2,CZ,A388
CZ9205,15:00:00,17:35:00,50,CTU,T1,NKG,T3,CZ,C919
CZ215,17:40:00,19:35:00,60,XIY,T1,KWE,T1,CZ,B788
CZ4354,16:25:00,18:55:00,50,HGH,T1,KWE,T2,CZ,A21N
CZ1516,15:10:00,18:00:00,60,TFU,T2,HKT,T1,CZ,A333
CZ132,14:50:00,17:50:00,60,PVG,T2,HRB,T1,CZ,A321
CZ9135,16:45:00,19:30:00,60,CTU,T1,HET,T2,CZ,A333
CZ9157,14:00:00,16:35:00,60,CTU,T2,HGH,T3,CZ,A20N
CZ7595,19:45:00,21:35:00,60,ADL,T3,MEL,T2,CZ,A333
CZ181,14:05:00,16:30:00,50,TFU,T2,NKG,T2,CZ,B788
CZ41,12:30:00,15:15:00,50,TFU,T1,PVG,T2,CZ,A21N
CZ4375,12:00:00,14:30:00,60,TFU,T3,HGH,T2,CZ,A333
CZ1510,10:40:00,15:25:00,50,TFU,T3,SIN,T2,CZ,B788
CZ1492,14:55:00,18:00:00,50,PKX,T3,KWE,T2,CZ,A320
CZ48,16:15:00,19:25:00,50,SHA,T2,SYX,T1,CZ,B77W
CZ1484,18:00:00,19:55:00,60,PKX,T3,NGB,T1,CZ,A333
CZ4207,14:30:00,17:05:00,60,XIY,T3,HGH,T3,CZ,B772
CZ9251,17:15:00,20:05:00,50,CTU,T1,JJN,T2,CZ,A388
CZ27,15:45:00,18:40:00,50,PVG,T1,HAK,T3,CZ,AJ27
CZ4366,16:05:00,19:05:00,60,FOC,T2,KMG,T2,CZ,A319
CZ9050,12:00:00,13:55:00,50,LZY,T3,CTU,T3,CZ,B789
CZ7134,10:50:00,13:45:00,50,JNH,T1,CKG,T3,CZ,A359
CZ1490,14:05:00,16:45:00,50,PKX,T2,CKG,T3,CZ,A319
CZ4117,14:05:00,17:05:00,50,PKX,T3,FOC,T3,CZ,A21N
CZ7096,16:50:00,19:15:00,60,SZX,T3,XUZ,T3,CZ,B788
CZ4972,16:25:00,17:55:00,50,WUH,T2,CKG,T3,CZ,A359
CZ4299,12:00:00,14:40:00,60,TFU,T1,XMN,T3,CZ,A20N
CZ4062,15:00:00,17:50:00,60,XMN,T1,PKX,T2,CZ,B738
CZ4318,14:50:00,17:45:00,60,XMN,T2,CKG,T1,CZ,AJ27
CZ7588,16:25:00,18:55:00,60,BNE,T1,MEL,T2,CZ,A332
CZ4176,15:45:00,18:05:00,60,WUH,T2,LHW,T3,CZ,A332
CZ9016,15:45:00,19:05:00,60,TNA,T3,KMG,T2,CZ,A359
CZ4289,14:30:00,16:30:00,60,SZX,T3,HGH,T1,CZ,A332
CZ9385,13:45:00,16:55:00,50,CTU,T1,SHE,T2,CZ,A333
CZ1474,15:55:00,18:50:00,50,PKX,T2,JJN,T3,CZ,A388
CZ6256,15:30:00,19:20:00,50,TFU,T1,HRB,T2,CZ,A359
CZ4528,17:50:00,19:35:00,50,XMN,T2,HFE,T3,CZ,A321
CZ9111,17:00:00,19:25:00,50,CTU,T3,HAK,T2,CZ,A321
CZ4498,17:05:00,19:10:00,60,CSX,T2,ENY,T3,CZ,B738
