flight_no,scheduled_departure,scheduled_arrival,fuel_infra_fee,base_price,dep_airport_code,dep_terminal,arr_airport_code,arr_terminal,airline_code,aircraft_model
MU9859,9:05:00,14:02:00,60,1120,SHA,T1,YTY,T3,MU,ARJ21
MU9870,20:15:00,22:28:00,50,850,SZX,T1,KWL,T1,MU,A320
MU9872,20:05:00,23:28:00,60,1130,PKX,T3,TFU,T1,MU,B789
MU9874,20:05:00,22:50:00,50,600,JJN,T2,XNN,T1,MU,C919
MU9880,8:20:00,12:23:00,60,1160,HIA,T2,URC,T3,MU,A332
MU9881,15:55:00,18:14:00,90,660,LXA,T1,HRB,T1,MU,ARJ21
MU9882,19:20:00,21:02:00,60,630,CAN,T1,LYA,T3,MU,B738
MU9884,16:05:00,20:56:00,50,980,KMG,T1,TNA,T3,MU,A321
MU9891,20:35:00,0:34:00,70,810,PKX,T1,XUZ,T2,MU,A319
MU9895,12:25:00,15:30:00,90,630,XIY,T2,NGB,T3,MU,A321
MU9896,21:00:00,23:37:00,70,700,WNZ,T3,LYA,T2,MU,B738
MU9897,16:20:00,20:51:00,60,720,SZX,T3,HUZ,T1,MU,B738
MU9899,16:50:00,19:05:00,70,580,CAN,T3,PVG,T2,MU,C919
MU9909,20:55:00,22:40:00,50,690,PKX,T1,PVG,T2,MU,ARJ21
MU9910,17:10:00,20:13:00,50,1060,CTU,T3,HUZ,T3,MU,C919
MU9917,14:10:00,16:57:00,50,840,CTU,T2,HIA,T1,MU,A319
MU9920,11:15:00,15:38:00,70,1320,PKX,T2,HFE,T2,MU,ARJ21
MU9927,11:35:00,13:26:00,60,510,SYX,T1,INC,T2,MU,C919
MU9930,19:10:00,21:48:00,50,840,CAN,T1,FOC,T3,MU,ARJ21
MU9938,21:00:00,23:33:00,50,960,DLC,T3,WUH,T1,MU,B738
MU9943,23:00:00,2:08:00,90,680,SZX,T1,PKX,T2,MU,ARJ21
MU9947,21:25:00,0:56:00,60,890,HET,T3,ZUH,T3,MU,B738
MU9955,8:55:00,12:34:00,90,720,CTU,T1,FOC,T3,MU,C919
MU9966,15:00:00,18:18:00,70,820,SZX,T2,LHW,T3,MU,A321
MU9967,14:35:00,17:21:00,70,840,PKX,T2,INC,T3,MU,A320
MU9970,18:05:00,21:07:00,60,840,CAN,T3,NKG,T1,MU,A320
MU9973,8:10:00,11:57:00,90,950,XUZ,T3,INC,T3,MU,A319
MU9978,7:40:00,12:04:00,60,910,URC,T3,HET,T1,MU,C919
MU9981,22:00:00,2:18:00,90,700,LXA,T3,PVG,T3,MU,A332
MU9985,15:15:00,19:24:00,70,770,YNT,T1,WEH,T1,MU,A332
MU9992,7:10:00,9:38:00,90,510,XIY,T1,KWE,T2,MU,A321
MU9999,18:30:00,22:22:00,90,730,SHA,T2,KWL,T1,MU,B789
CZ7008,14:55:00,18:15:00,50,1080,JNH,T2,CTU,T1,CZ,A321
CZ32,14:30:00,17:25:00,60,840,TFU,T1,SHA,T1,CZ,B738
CZ4873,16:15:00,18:20:00,60,530,TFU,T2,NKG,T1,CZ,A359
CZ7179,15:55:00,18:30:00,50,770,HGH,T2,PEK,T1,CZ,B772
CZ4540,16:25:00,18:15:00,60,540,XMN,T3,CSX,T2,CZ,B737
CZ4403,16:10:00,17:55:00,50,740,SHA,T2,XMN,T1,CZ,C919
CZ1905,16:05:00,18:30:00,60,850,HGH,T2,PKX,T1,CZ,AJ27
CZ21,15:45:00,18:00:00,60,890,PVG,T3,CSX,T2,CZ,AJ27
CZ9182,15:05:00,18:10:00,50,750,PVG,T2,CTU,T3,CZ,A321
CZ181,14:05:00,16:30:00,60,930,TFU,T1,NKG,T2,CZ,A319
CZ4815,13:30:00,15:50:00,60,540,TFU,T2,CAN,T1,CZ,A332
CZ4311,15:55:00,18:25:00,60,920,KMG,T2,XMN,T3,CZ,A20N
CZ4283,15:35:00,17:40:00,60,500,CAN,T3,HGH,T1,CZ,B738
CZ90,15:10:00,16:55:00,60,430,PVG,T3,TAO,T3,CZ,A320
CZ4431,16:30:00,18:20:00,60,620,NKG,T2,XMN,T3,CZ,B788
CZ4831,15:10:00,17:05:00,50,610,TFU,T3,CSX,T2,CZ,A332
CZ100,15:55:00,18:40:00,60,600,PVG,T3,XIY,T2,CZ,B789
CZ46,14:55:00,16:50:00,50,430,SHA,T1,CSX,T3,CZ,B788
CZ4258,15:50:00,17:45:00,60,560,XMN,T1,WUH,T1,CZ,B77W
CZ4208,15:30:00,17:00:00,50,680,XMN,T1,CAN,T3,CZ,B738
CZ9074,15:30:00,18:00:00,50,760,SZX,T2,CTU,T3,CZ,B789
CZ202,14:50:00,17:10:00,60,490,SHA,T2,CAN,T1,CZ,A333
CZ208,14:35:00,16:50:00,50,880,SHA,T2,SZX,T3,CZ,A359
CZ168,15:25:00,18:15:00,60,890,NKG,T3,HRB,T1,CZ,B77W
CZ9157,14:00:00,16:35:00,50,920,CTU,T3,HGH,T2,CZ,A21N
CZ9058,14:25:00,15:45:00,60,470,KMG,T3,CTU,T2,CZ,A321
CZ9050,12:00:00,14:00:00,60,770,LZY,T2,CTU,T1,CZ,A359
CZ1490,14:05:00,16:45:00,50,670,PKX,T3,CKG,T1,CZ,B738
CZ4117,14:05:00,17:05:00,50,880,PKX,T3,FOC,T2,CZ,A21N
CZ4299,12:00:00,14:40:00,60,920,TFU,T1,XMN,T2,CZ,A333
CZ4062,15:00:00,17:50:00,50,640,XMN,T3,PKX,T2,CZ,A332
CZ4289,14:15:00,16:30:00,60,500,SZX,T1,HGH,T1,CZ,B77W
CZ4318,14:50:00,17:45:00,60,1000,XMN,T3,CKG,T3,CZ,A320
CZ7176,13:55:00,16:15:00,50,630,SZX,T1,HGH,T2,CZ,A320
CZ4441,14:10:00,15:55:00,50,800,SHA,T3,XMN,T1,CZ,B737
CZ9204,14:50:00,17:25:00,60,570,NKG,T1,CTU,T1,CZ,A20N
CZ1922,13:40:00,15:40:00,50,780,PKX,T1,HGH,T2,CZ,A21N
CZ4793,16:05:00,18:20:00,60,690,TFU,T2,LXA,T3,CZ,A320
CZ4610,13:15:00,16:10:00,60,620,KMG,T1,HGH,T1,CZ,B772
CZ4353,13:45:00,16:10:00,50,620,CKG,T1,FOC,T1,CZ,A21N
CZ9298,16:25:00,18:00:00,50,580,FYJ,T3,HRB,T3,CZ,A320
CZ4103,13:15:00,15:35:00,50,830,PKX,T1,HGH,T1,CZ,C919
CZ9140,15:30:00,18:30:00,50,640,PEK,T3,CTU,T3,CZ,A319
CZ9138,13:30:00,16:15:00,60,860,PEK,T3,CTU,T2,CZ,A359
CZ1970,14:30:00,16:40:00,50,640,NKG,T1,PKX,T1,CZ,AJ27
CZ4028,15:10:00,16:55:00,50,490,TAO,T1,CGQ,T1,CZ,B772
CZ29,14:10:00,16:15:00,60,810,PVG,T1,CGO,T1,CZ,A332
CZ9048,11:05:00,12:55:00,60,700,LZY,T3,CTU,T1,CZ,AJ27
CZ9304,13:50:00,17:00:00,50,890,XMN,T2,CTU,T3,CZ,A20N
CZ97,15:25:00,18:00:00,50,810,KWE,T1,SHA,T2,CZ,A320
CZ1787,16:30:00,18:35:00,60,580,LHW,T1,KMG,T3,CZ,A21N
CZ4132,16:50:00,19:00:00,50,700,NKG,T3,YCU,T3,CZ,C919
CZ4191,12:15:00,14:50:00,60,910,XIY,T1,FOC,T1,CZ,B737
CZ6756,16:40:00,18:45:00,60,510,DDG,T3,PVG,T1,CZ,B789
CZ4925,13:55:00,15:25:00,60,680,CKG,T1,CSX,T1,CZ,B772
CZ1904,12:35:00,14:35:00,50,450,PKX,T1,HGH,T2,CZ,A321
CZ4616,16:15:00,18:40:00,50,840,LXA,T2,CKG,T1,CZ,AJ27
CZ94,13:50:00,16:40:00,60,620,PVG,T2,KWE,T2,CZ,C919
CZ9046,10:30:00,12:20:00,50,510,LZY,T2,CTU,T2,CZ,A321
CZ9327,12:30:00,15:20:00,60,1010,CTU,T2,FOC,T1,CZ,A21N
CZ9268,14:00:00,16:05:00,60,540,CSX,T1,KMG,T2,CZ,A388
CZ4668,9:55:00,12:30:00,60,580,LZY,T2,XIY,T1,CZ,B789
CZ50,12:45:00,15:55:00,50,600,SHA,T2,SYX,T3,CZ,B77W
CZ4211,11:50:00,14:20:00,50,810,SZX,T3,CKG,T1,CZ,B788
CZ4393,12:10:00,14:00:00,50,810,SHA,T3,XMN,T2,CZ,B772
CZ9468,15:55:00,18:45:00,60,910,CGQ,T2,CGO,T2,CZ,A333
CZ72,14:20:00,16:10:00,60,790,PVG,T1,DLC,T1,CZ,A333
CZ4274,12:25:00,14:40:00,50,720,PKX,T1,CSX,T3,CZ,A359
CZ4281,12:05:00,15:20:00,50,660,SZX,T3,TSN,T2,CZ,A359
CZ4443,12:45:00,14:55:00,60,850,TNA,T3,XMN,T1,CZ,A388
CZ5608,16:30:00,18:00:00,60,540,LIJ,T2,SWA,T1,CZ,A333
CZ4879,10:20:00,13:00:00,60,560,TFU,T2,TAO,T2,CZ,C919
CZ1419,16:15:00,18:05:00,50,550,SHE,T1,SJW,T2,CZ,A319
CZ4915,8:00:00,10:40:00,50,1000,TFU,T3,PVG,T1,CZ,B77W
CZ130,11:25:00,13:35:00,50,700,PVG,T3,PKX,T3,CZ,A321
CZ4037,17:20:00,18:40:00,60,710,NGB,T1,XMN,T3,CZ,A359
CZ7087,12:50:00,14:50:00,50,860,TFU,T1,INC,T2,CZ,B789
CZ1500,14:45:00,17:25:00,50,880,TFU,T2,HKG,T1,CZ,A20N
CZ4110,16:20:00,17:55:00,60,770,CGO,T1,HET,T2,CZ,A333
CZ6558,15:20:00,17:35:00,60,550,TFU,T2,HAK,T2,CZ,A321
CZ1845,14:55:00,17:10:00,60,780,HGH,T2,MFM,T1,CZ,B738
CZ9067,14:30:00,16:50:00,60,770,CTU,T1,LXA,T3,CZ,B788
CZ4647,13:30:00,16:45:00,60,610,XIY,T2,LXA,T3,CZ,B737
CZ6442,14:10:00,17:55:00,50,790,TFU,T3,CGQ,T3,CZ,A20N
CZ6472,15:25:00,17:20:00,50,840,TFU,T2,CGO,T1,CZ,A21N
CZ7146,15:15:00,17:15:00,60,780,LHW,T1,ENH,T1,CZ,A320
CZ4149,11:30:00,13:40:00,50,720,XIY,T1,HGH,T2,CZ,B772
CZ4994,14:50:00,18:05:00,60,840,URC,T1,XIY,T2,CZ,C919
CZ4948,16:05:00,17:55:00,60,550,TYN,T1,CKG,T1,CZ,B789
CZ9318,11:35:00,14:15:00,50,550,SZX,T3,CTU,T3,CZ,A333
CZ4005,13:05:00,16:40:00,50,950,SHE,T2,XMN,T2,CZ,A20N
CZ9156,10:50:00,13:55:00,60,600,HGH,T3,CTU,T3,CZ,B77W
CZ4071,12:00:00,14:35:00,60,660,PKX,T1,FOC,T3,CZ,C919
CZ9203,11:40:00,13:50:00,50,710,CTU,T1,NKG,T3,CZ,B738
CZ7018,10:55:00,14:00:00,50,700,CTU,T1,HGH,T2,CZ,A388
CZ1954,11:45:00,14:35:00,50,1030,PKX,T1,CTU,T1,CZ,A21N
CZ9024,14:30:00,16:25:00,50,770,SHE,T3,XUZ,T3,CZ,C919
CZ9162,12:10:00,15:05:00,50,780,XMN,T1,CTU,T3,CZ,B788
CZ4660,10:50:00,13:25:00,50,520,SZX,T1,XIY,T3,CZ,B788
CZ4279,10:35:00,12:45:00,60,710,SZX,T2,SHA,T1,CZ,B737
CZ9408,16:05:00,18:40:00,60,560,SYX,T2,WUH,T1,CZ,B789
CZ4813,8:00:00,10:25:00,60,580,TFU,T2,CAN,T3,CZ,A321
CZ4605,7:40:00,9:40:00,60,770,PEK,T2,ZHY,T2,CZ,A320
CZ4903,7:40:00,9:50:00,50,640,TFU,T3,XUZ,T2,CZ,A320
CZ4837,8:15:00,9:55:00,60,730,TFU,T3,WUH,T2,CZ,B738
CZ4399,8:10:00,10:00:00,50,430,SHA,T3,XMN,T2,CZ,A332
CZ4739,8:05:00,9:20:00,50,410,TFU,T3,XIY,T3,CZ,A359
CZ1579,7:40:00,10:00:00,50,940,TFU,T1,TNA,T1,CZ,B789
CZ3894,9:30:00,10:50:00,50,670,SWA,T2,CAN,T1,CZ,AJ27
CZ82,7:35:00,10:00:00,50,900,PVG,T2,SHE,T2,CZ,A319
CZ9061,7:30:00,9:50:00,50,920,CTU,T3,LXA,T2,CZ,A388
CZ7002,7:00:00,9:40:00,60,760,JNH,T1,KWE,T3,CZ,B737
CZ4963,7:00:00,9:20:00,50,900,CKG,T2,FOC,T1,CZ,A319
CZ9105,8:00:00,9:55:00,60,780,CTU,T1,CSX,T2,CZ,B772
CZ4825,8:05:00,9:45:00,50,450,TFU,T2,CGO,T1,CZ,A21N
CZ3465,8:10:00,10:35:00,60,710,SZX,T3,CKG,T3,CZ,B788
CZ1782,8:35:00,9:45:00,60,530,JHG,T1,LJG,T3,CZ,C919
CZ11,7:35:00,9:45:00,60,620,PVG,T1,YKH,T1,CZ,B789
CZ1955,7:55:00,10:25:00,50,950,CTU,T3,PKX,T3,CZ,A333
CZ35,8:45:00,10:50:00,60,860,PVG,T2,XMN,T2,CZ,B737
CZ4451,8:25:00,10:15:00,50,480,HGH,T1,XMN,T2,CZ,A333
CZ4160,8:10:00,10:20:00,50,520,HGH,T3,TSN,T1,CZ,B788
CZ9173,8:15:00,10:30:00,50,880,CTU,T1,TNA,T2,CZ,A333
CZ9317,7:55:00,10:30:00,60,720,CTU,T1,SZX,T1,CZ,B772
CZ4919,7:55:00,10:20:00,50,750,CKG,T2,SWA,T1,CZ,AJ27
CZ4877,8:25:00,10:35:00,50,840,TFU,T1,HFE,T2,CZ,A20N
CZ9355,7:55:00,10:20:00,60,830,TFU,T2,HAK,T1,CZ,A321
CZ4829,8:25:00,10:20:00,60,770,TFU,T3,CSX,T1,CZ,C919
CZ1945,7:20:00,9:45:00,60,590,HGH,T2,PKX,T2,CZ,B788
CZ9343,7:10:00,9:40:00,50,890,TFU,T3,YNZ,T1,CZ,B738
CZ9191,6:55:00,9:20:00,60,610,CTU,T3,WUX,T3,CZ,A21N
CZ4933,7:05:00,9:35:00,60,720,CKG,T3,WNZ,T2,CZ,A388
CZ4284,6:50:00,9:15:00,60,720,HGH,T1,SZX,T1,CZ,B77W
CZ9113,7:10:00,9:10:00,50,620,CKG,T3,SZX,T3,CZ,A333
CZ4228,7:00:00,10:05:00,60,1060,HGH,T2,SYX,T1,CZ,B77W
CZ9185,7:15:00,9:40:00,60,680,CKG,T1,PVG,T3,CZ,A320
CZ9121,7:15:00,9:40:00,50,810,CKG,T3,PEK,T3,CZ,A332
CZ7161,7:10:00,9:40:00,50,760,HGH,T3,PEK,T2,CZ,C919
CZ9199,7:00:00,9:20:00,60,920,CTU,T3,NKG,T3,CZ,A332
CZ9155,7:00:00,9:30:00,50,920,CTU,T1,HGH,T2,CZ,A332
CZ4444,8:10:00,9:50:00,60,610,JJN,T1,SHA,T1,CZ,AJ27
CZ7443,9:00:00,10:35:00,60,530,HSN,T1,JJN,T1,CZ,A320
CZ6219,8:30:00,10:55:00,60,490,HRB,T1,PKX,T3,CZ,A359
CZ1819,8:45:00,10:25:00,60,730,FOC,T2,TPE,T3,CZ,A332
CZ6145,8:15:00,10:25:00,50,740,CGQ,T3,PKX,T3,CZ,A321
CZ3591,8:30:00,10:25:00,60,610,CGO,T1,PVG,T1,CZ,AJ27
CZ3811,8:15:00,10:05:00,50,800,CAN,T1,WNZ,T1,CZ,A388
CZ3463,8:15:00,10:25:00,60,530,CAN,T3,CKG,T2,CZ,B737
CZ3521,8:10:00,10:20:00,60,470,CAN,T3,HGH,T1,CZ,A359
CZ3513,8:10:00,10:30:00,50,560,CAN,T3,NKG,T3,CZ,A319
CZ9081,6:55:00,8:45:00,50,780,CTU,T2,NNG,T2,CZ,A333
CZ6221,8:20:00,10:20:00,50,620,NNG,T2,XMN,T3,CZ,A319
CZ3578,8:15:00,10:40:00,60,660,NKG,T3,SZX,T3,CZ,A21N
CZ7145,6:50:00,8:55:00,60,640,CAN,T2,ENH,T2,CZ,A332
CZ7083,8:40:00,10:15:00,50,450,DLC,T1,XUZ,T2,CZ,A359
CZ6163,8:15:00,10:25:00,60,560,DLC,T2,PVG,T1,CZ,B772
CZ9056,8:30:00,9:50:00,50,700,DLU,T3,CTU,T3,CZ,B789
CZ4945,6:55:00,8:55:00,50,640,CKG,T3,ZUH,T3,CZ,A321
CZ9349,7:15:00,8:50:00,50,660,TFU,T1,LHW,T1,CZ,A332
CZ6703,8:10:00,10:20:00,50,640,YIW,T1,ZUH,T2,CZ,C919
CZ3117,8:10:00,10:05:00,50,740,WUH,T3,PKX,T1,CZ,A320
CZ6823,8:25:00,9:45:00,60,560,URC,T1,YIN,T3,CZ,B77W
CZ6877,8:10:00,10:15:00,50,660,URC,T1,QSZ,T2,CZ,B738
CZ1,7:00:00,9:50:00,60,600,PVG,T2,XIY,T2,CZ,A319
CZ68,6:40:00,9:20:00,60,750,PVG,T1,ZUH,T3,CZ,A321
CZ33,6:35:00,9:55:00,60,700,PVG,T2,LHW,T1,CZ,B772
CZ195,6:40:00,8:55:00,60,860,CAN,T2,SHA,T3,CZ,C919
CZ3713,8:00:00,9:30:00,50,620,CAN,T2,JJN,T3,CZ,A319
CZ3523,8:00:00,10:20:00,50,720,CAN,T1,SHA,T3,CZ,A359
CZ5485,7:55:00,10:15:00,50,870,CAN,T3,CGO,T3,CZ,A320
CZ3257,7:40:00,10:05:00,50,820,CAN,T3,XUZ,T1,CZ,B738
CZ3727,7:35:00,9:30:00,60,670,CAN,T2,YIW,T2,CZ,B788
CZ3777,7:30:00,9:30:00,60,430,CAN,T3,NGB,T3,CZ,A332
CZ3723,7:30:00,8:50:00,50,530,CAN,T1,XMN,T3,CZ,B789
CZ3199,7:20:00,10:25:00,60,1100,CAN,T3,TAO,T2,CZ,A359
CZ3311,7:15:00,9:10:00,50,710,CAN,T2,YIH,T2,CZ,A333
CZ3201,7:10:00,9:45:00,50,820,CAN,T2,XIY,T2,CZ,B738
CZ3354,7:30:00,9:00:00,50,470,BHY,T1,CAN,T3,CZ,A333
CZ6919,8:00:00,9:30:00,60,550,AKU,T1,URC,T3,CZ,A359
CZ6317,8:05:00,10:15:00,60,840,NNG,T3,WUH,T3,CZ,B737
CZ6797,7:45:00,10:30:00,50,780,NNG,T3,LHW,T2,CZ,A359
CZ8738,7:40:00,9:55:00,50,820,NGB,T3,SZX,T2,CZ,A321
CZ1942,7:20:00,9:35:00,50,500,NGB,T1,PKX,T1,CZ,C919
CZ1960,7:50:00,9:40:00,60,540,NKG,T3,PKX,T3,CZ,A388
CZ142,7:25:00,9:40:00,60,650,NKG,T1,UYN,T1,CZ,A320
CZ3785,8:00:00,9:45:00,60,490,KWE,T2,WUH,T3,CZ,B738
CZ3674,7:50:00,9:40:00,60,590,KWE,T2,SZX,T1,CZ,B789
CZ3661,7:30:00,9:30:00,60,770,KWE,T2,CAN,T2,CZ,A321
CZ1786,8:05:00,10:00:00,60,590,KMG,T3,LHW,T3,CZ,A20N
CZ1885,7:50:00,10:15:00,60,590,KMG,T3,XIY,T1,CZ,C919
CZ7285,7:40:00,9:40:00,50,470,KMG,T3,WUH,T2,CZ,A332
CZ6810,7:40:00,9:40:00,50,560,KHG,T3,URC,T1,CZ,A359
CZ6201,7:30:00,9:40:00,50,740,HRB,T2,PKX,T2,CZ,A21N
CZ6257,7:25:00,10:40:00,60,1150,HRB,T2,PVG,T3,CZ,A20N
CZ217,7:15:00,10:10:00,60,550,HRB,T3,WUX,T3,CZ,B737
CZ3431,7:40:00,9:40:00,50,520,HAK,T2,KMG,T1,CZ,A20N
CZ9389,7:25:00,9:50:00,50,910,HAK,T2,WUH,T2,CZ,AJ27
CZ3366,8:00:00,10:20:00,50,680,HGH,T2,SZX,T1,CZ,A388
CZ8284,7:20:00,10:50:00,50,1120,HET,T1,SZX,T3,CZ,C919
CZ9299,8:05:00,10:00:00,60,820,FOC,T2,WUH,T3,CZ,B772
CZ4418,8:00:00,9:30:00,50,450,FOC,T3,WUX,T2,CZ,A388
CZ4124,7:45:00,10:40:00,50,1020,FOC,T3,TYN,T3,CZ,B788
CZ4010,7:40:00,10:05:00,50,530,FOC,T2,TNA,T2,CZ,A359
CZ6213,7:25:00,9:40:00,60,660,DQA,T2,PKX,T2,CZ,A333
CZ6590,7:30:00,8:40:00,50,570,ENH,T1,WUH,T1,CZ,C919
CZ6439,7:40:00,10:00:00,50,940,DLC,T3,HGH,T2,CZ,B77W
CZ6125,7:30:00,9:00:00,60,740,DLC,T2,PKX,T1,CZ,C919
CZ3123,8:00:00,10:25:00,50,850,CSX,T2,PKX,T3,CZ,A388
CZ4541,7:50:00,9:40:00,60,640,CSX,T3,XMN,T3,CZ,B737
CZ9273,7:45:00,9:55:00,50,480,CSX,T3,TNA,T1,CZ,A319
CZ3721,7:45:00,9:50:00,60,770,CSX,T2,XIY,T1,CZ,A21N
CZ3196,8:00:00,9:30:00,50,740,BAV,T1,CGO,T1,CZ,A21N
CZ3240,7:30:00,8:50:00,60,490,CIF,T2,HET,T1,CZ,A333
CZ9413,7:55:00,9:55:00,50,650,CGQ,T3,TSN,T3,CZ,B737
CZ7065,7:35:00,10:20:00,60,890,CGQ,T3,NKG,T2,CZ,A320
CZ6545,7:35:00,10:35:00,50,750,CGQ,T2,HGH,T1,CZ,B789
CZ9415,7:20:00,9:30:00,60,820,CGQ,T3,TNA,T1,CZ,AJ27
CZ6335,7:20:00,9:50:00,60,550,CGO,T1,SZX,T1,CZ,B789
CZ1480,7:40:00,10:30:00,60,830,PKX,T3,ZYI,T3,CZ,B788
CZ8959,7:45:00,9:55:00,60,880,YIW,T1,PKX,T3,CZ,A320
CZ1934,8:00:00,10:25:00,60,890,XNN,T2,PKX,T3,CZ,A20N
CZ1964,7:50:00,9:50:00,50,830,WUX,T2,PKX,T3,CZ,B737
CZ7025,7:55:00,9:45:00,60,430,WNZ,T2,WUH,T3,CZ,A320
CZ6821,7:20:00,8:50:00,60,740,URC,T2,YIN,T3,CZ,A21N
CZ4089,7:15:00,10:05:00,60,1050,TSN,T1,XMN,T2,CZ,B77W
CZ9497,8:05:00,10:10:00,60,780,TAO,T2,WNZ,T3,CZ,A332
CZ8797,7:50:00,10:50:00,50,760,SZX,T2,TNA,T2,CZ,B789
CZ7134,10:50:00,13:45:00,50,560,JNH,T1,CKG,T2,CZ,A20N
CZ4227,12:20:00,14:25:00,50,710,CAN,T3,HGH,T3,CZ,B737
CZ9381,8:10:00,9:10:00,50,370,HRB,T2,LDS,T3,CZ,A321
CZ9109,7:30:00,8:30:00,50,470,XIC,T2,CTU,T2,CZ,C919
CZ1928,7:30:00,9:30:00,50,580,PKX,T3,HGH,T2,CZ,A332
CZ6657,7:15:00,9:25:00,50,860,PKX,T2,HRB,T1,CZ,A20N
CZ3330,7:10:00,8:20:00,50,660,ZHA,T2,CAN,T3,CZ,B772
CZ4212,7:30:00,9:05:00,60,520,XMN,T2,CAN,T3,CZ,A320
CZ4546,7:25:00,9:15:00,60,520,XMN,T2,KWL,T3,CZ,A359
CZ4276,7:10:00,9:15:00,60,620,XMN,T1,NNG,T1,CZ,A333
CZ6647,7:40:00,9:20:00,50,720,WUH,T2,NGB,T1,CZ,AJ27
CZ3895,7:30:00,8:45:00,60,570,SWA,T2,CAN,T2,CZ,A320
CZ6195,7:20:00,9:20:00,50,720,SWA,T1,KWE,T2,CZ,A333
CZ6253,8:05:00,9:25:00,60,630,SZX,T3,HAK,T2,CZ,A359
CZ6337,7:15:00,9:10:00,60,660,DLC,T3,NKG,T1,CZ,C919
CZ7115,6:40:00,8:55:00,50,600,SZX,T1,ENH,T1,CZ,B77W
CZ1920,7:00:00,9:10:00,50,680,PKX,T3,KHN,T1,CZ,B77W
CZ3958,7:05:00,9:35:00,50,870,YTY,T2,CAN,T1,CZ,C919
CZ4731,7:05:00,8:50:00,60,700,YBP,T2,CSX,T3,CZ,A388
CZ6282,6:30:00,8:50:00,60,810,XUZ,T2,CAN,T3,CZ,A359
CZ4152,6:35:00,9:00:00,50,840,XMN,T3,CGO,T1,CZ,A320
CZ9483,7:05:00,8:35:00,60,740,TAO,T3,HFE,T2,CZ,B788
CZ5861,7:00:00,9:35:00,50,680,SZX,T2,CTU,T1,CZ,B77W
CZ6731,7:00:00,8:50:00,50,430,SYX,T1,CAN,T3,CZ,B737
CZ3977,6:50:00,8:20:00,60,460,SYX,T2,SZX,T3,CZ,A321
CZ4047,6:55:00,9:25:00,50,900,SHE,T1,HGH,T3,CZ,A359
CZ7076,6:40:00,9:00:00,60,840,SHE,T1,XUZ,T3,CZ,B737
CZ9271,6:20:00,8:50:00,60,550,SHE,T1,CGO,T2,CZ,A388
CZ6521,7:00:00,9:00:00,60,520,DLC,T1,PVG,T1,CZ,A332
CZ9241,6:40:00,9:05:00,50,870,CTU,T1,HET,T1,CZ,B788
CZ9057,6:25:00,7:50:00,50,600,CTU,T2,KMG,T2,CZ,A321
CZ9249,6:10:00,8:25:00,60,470,CTU,T2,LXA,T3,CZ,B789
CZ3533,7:00:00,9:20:00,50,580,CAN,T1,SHA,T3,CZ,AJ27
CZ9098,6:55:00,9:05:00,50,860,CAN,T1,CKG,T1,CZ,B77W
CZ9301,7:15:00,9:10:00,60,780,FOC,T3,WUH,T3,CZ,A20N
CZ1930,7:30:00,9:45:00,50,820,PKX,T3,NGB,T2,CZ,B788
CZ6591,7:35:00,9:40:00,50,820,SZX,T2,NGB,T2,CZ,A321
CZ16,17:30:00,20:20:00,50,880,TFU,T1,PVG,T1,CZ,A20N
CZ7164,18:25:00,20:10:00,60,540,SHS,T1,HGH,T1,CZ,B789
CZ1957,18:00:00,20:15:00,60,650,PVG,T1,PKX,T2,CZ,B737
CZ37,18:15:00,20:05:00,60,720,SHA,T1,XMN,T2,CZ,A388
CZ4391,18:10:00,20:00:00,60,680,SHA,T1,XMN,T3,CZ,A320
CZ210,17:50:00,20:10:00,60,870,SHA,T3,SZX,T1,CZ,B772
CZ4917,15:00:00,17:35:00,60,550,TFU,T2,PVG,T1,CZ,B788
CZ1916,18:05:00,20:25:00,50,730,PKX,T2,HGH,T1,CZ,A332
CZ4960,17:35:00,20:05:00,50,770,XMN,T3,CKG,T2,CZ,B772
CZ9017,16:35:00,18:25:00,60,780,BZX,T3,TNA,T3,CZ,A320
CZ1974,17:15:00,19:30:00,60,580,SHA,T3,PKX,T2,CZ,A359
CZ9142,17:40:00,20:30:00,50,1020,PEK,T3,CTU,T1,CZ,B788
CZ9076,16:40:00,18:55:00,60,600,SZX,T3,CTU,T2,CZ,A333
CZ4322,17:15:00,19:50:00,60,760,XMN,T2,KWE,T1,CZ,B788
CZ4429,17:55:00,19:35:00,50,620,SHA,T2,FOC,T2,CZ,B77W
CZ4365,17:30:00,20:05:00,50,980,CKG,T3,HGH,T3,CZ,A332
CZ4120,17:00:00,20:00:00,50,950,XMN,T2,PKX,T3,CZ,A320
CZ4166,16:40:00,19:35:00,60,890,XMN,T1,XIY,T3,CZ,B772
CZ120,15:45:00,18:40:00,60,840,PVG,T3,CKG,T1,CZ,B737
CZ9090,17:00:00,19:10:00,60,740,CAN,T1,CTU,T1,CZ,B772
CZ9116,16:30:00,19:05:00,50,590,SZX,T1,CKG,T2,CZ,C919
CZ165,18:20:00,20:05:00,60,560,NKG,T2,DLC,T1,CZ,B789
CZ215,17:40:00,19:35:00,50,540,XIY,T1,KWE,T3,CZ,B737
CZ9022,15:30:00,16:55:00,60,570,CKG,T2,KMG,T3,CZ,B738
CZ4452,16:20:00,18:00:00,60,470,XMN,T1,HGH,T2,CZ,B789
CZ4765,15:20:00,18:40:00,50,1080,TFU,T2,URC,T3,CZ,C919
CZ4043,17:35:00,20:05:00,60,510,TNA,T3,FOC,T3,CZ,B788
